ID, Font, Prediction, Actual, Confidence, Pass/Fail
2162, Merriweather, t, t, 0.996, PASS
2163, Merriweather, u, u, 0.997, PASS
2164, Merriweather, v, v, 1.000, PASS
2165, Merriweather, w, w, 0.849, PASS
2166, Merriweather, x, x, 0.800, PASS
2167, Merriweather, y, y, 1.000, PASS
2168, Merriweather, z, z, 0.910, PASS
2169, Merriweather, !, !, 0.988, PASS
2170, Merriweather, #, #, 0.998, PASS
2171, Merriweather, $, $, 0.977, PASS
2172, Merriweather, %, %, 0.823, PASS
2173, Merriweather, &, &, 1.000, PASS
2174, Merriweather, *, *, 1.000, PASS
2175, Merriweather, +, +, 1.000, PASS
2176, Merriweather, -, -, 0.992, PASS
2177, Merriweather, 0, 0, 1.000, PASS
2178, Merriweather, 1, 1, 0.998, PASS
2179, Merriweather, 2, 2, 1.000, PASS
2180, Merriweather, 3, 3, 1.000, PASS
2181, Merriweather, 4, 4, 0.982, PASS
2182, Merriweather, 5, 5, 1.000, PASS
2183, Merriweather, 6, 6, 1.000, PASS
2184, Merriweather, 7, 7, 1.000, PASS
2185, Merriweather, 8, 8, 1.000, PASS
2186, Merriweather, 9, 9, 1.000, PASS
2187, Merriweather, <, <, 1.000, PASS
2188, Merriweather, >, >, 1.000, PASS
2189, Merriweather, ?, ?, 1.000, PASS
2190, Merriweather, @, @, 1.000, PASS
2191, Merriweather, A, A, 1.000, PASS
2192, Merriweather, B, B, 0.997, PASS
2193, Merriweather, C, C, 1.000, PASS
2194, Merriweather, D, D, 1.000, PASS
2195, Merriweather, E, E, 1.000, PASS
2196, Merriweather, F, F, 1.000, PASS
2197, Merriweather, G, G, 1.000, PASS
2198, Merriweather, H, H, 1.000, PASS
2199, Merriweather, I, I, 0.685, PASS
2200, Merriweather, J, J, 0.999, PASS
2201, Merriweather, K, K, 0.930, PASS
2202, Merriweather, L, L, 1.000, PASS
2203, Merriweather, M, M, 0.999, PASS
2204, Merriweather, N, N, 1.000, PASS
2205, Merriweather, O, O, 0.877, PASS
2206, Merriweather, P, P, 0.743, PASS
2207, Merriweather, Q, Q, 1.000, PASS
2208, Merriweather, R, R, 1.000, PASS
2209, Merriweather, S, S, 0.996, PASS
2210, Merriweather, T, T, 1.000, PASS
2211, Merriweather, U, U, 1.000, PASS
2212, Merriweather, V, V, 1.000, PASS
2213, Merriweather, W, W, 1.000, PASS
2214, Merriweather, X, X, 0.996, PASS
2215, Merriweather, Y, Y, 1.000, PASS
2216, Merriweather, Z, Z, 1.000, PASS
2217, Merriweather, a, a, 1.000, PASS
2218, Merriweather, b, b, 0.992, PASS
2219, Merriweather, c, c, 1.000, PASS
2220, OpenSans-Regular, d, d, 0.999, PASS
2221, OpenSans-Regular, e, e, 1.000, PASS
2222, OpenSans-Regular, f, f, 1.000, PASS
2223, OpenSans-Regular, g, g, 1.000, PASS
2224, OpenSans-Regular, h, h, 1.000, PASS
2225, OpenSans-Regular, i, i, 1.000, PASS
2226, OpenSans-Regular, j, j, 1.000, PASS
2227, OpenSans-Regular, k, k, 1.000, PASS
2228, OpenSans-Regular, l, l, 0.766, PASS
2229, OpenSans-Regular, m, m, 1.000, PASS
2230, OpenSans-Regular, n, n, 1.000, PASS
2231, OpenSans-Regular, o, o, 0.999, PASS
2232, OpenSans-Regular, p, p, 0.917, PASS
2233, OpenSans-Regular, q, q, 0.995, PASS
2234, OpenSans-Regular, r, r, 1.000, PASS
2235, OpenSans-Regular, s, s, 1.000, PASS
2236, OpenSans-Regular, t, t, 0.995, PASS
2237, OpenSans-Regular, u, u, 1.000, PASS
2238, OpenSans-Regular, v, v, 1.000, PASS
2239, OpenSans-Regular, w, w, 1.000, PASS
2240, OpenSans-Regular, x, x, 1.000, PASS
2241, OpenSans-Regular, y, y, 0.998, PASS
2242, OpenSans-Regular, z, z, 0.998, PASS
2243, OpenSans-Regular, !, !, 1.000, PASS
2244, OpenSans-Regular, #, #, 1.000, PASS
2245, OpenSans-Regular, $, $, 0.999, PASS
2246, OpenSans-Regular, %, %, 1.000, PASS
2247, OpenSans-Regular, &, &, 1.000, PASS
2248, OpenSans-Regular, *, *, 1.000, PASS
2249, OpenSans-Regular, +, +, 1.000, PASS
2250, OpenSans-Regular, -, -, 1.000, PASS
2251, OpenSans-Regular, 0, 0, 0.960, PASS
2252, OpenSans-Regular, 1, 1, 0.643, PASS
2253, OpenSans-Regular, 2, 2, 1.000, PASS
2254, OpenSans-Regular, 3, 3, 1.000, PASS
2255, OpenSans-Regular, 4, 4, 1.000, PASS
2256, OpenSans-Regular, 5, 5, 0.984, PASS
2257, OpenSans-Regular, 6, 6, 1.000, PASS
2258, OpenSans-Regular, 7, 7, 1.000, PASS
2259, OpenSans-Regular, 8, 8, 1.000, PASS
2260, OpenSans-Regular, 9, 9, 1.000, PASS
2261, OpenSans-Regular, <, <, 1.000, PASS
2262, OpenSans-Regular, >, >, 1.000, PASS
2263, OpenSans-Regular, ?, ?, 1.000, PASS
2264, OpenSans-Regular, @, @, 1.000, PASS
2265, OpenSans-Regular, A, A, 1.000, PASS
2266, OpenSans-Regular, B, B, 1.000, PASS
2267, OpenSans-Regular, C, C, 1.000, PASS
2268, OpenSans-Regular, D, D, 1.000, PASS
2269, OpenSans-Regular, E, E, 1.000, PASS
2270, OpenSans-Regular, F, F, 1.000, PASS
2271, OpenSans-Regular, G, G, 1.000, PASS
2272, OpenSans-Regular, H, H, 1.000, PASS
2273, OpenSans-Regular, I, I, 0.958, PASS
2274, OpenSans-Regular, J, J, 0.992, PASS
2275, OpenSans-Regular, K, K, 1.000, PASS
2276, OpenSans-Regular, L, L, 1.000, PASS
2277, OpenSans-Regular, M, M, 1.000, PASS
2278, OpenSans-Regular, N, N, 1.000, PASS
2279, OpenSans-Regular, O, O, 1.000, PASS
2280, OpenSans-Regular, P, P, 1.000, PASS
2281, OpenSans-Regular, Q, Q, 1.000, PASS
2282, OpenSans-Regular, R, R, 1.000, PASS
2283, OpenSans-Regular, S, S, 1.000, PASS
2284, OpenSans-Regular, T, T, 1.000, PASS
2285, OpenSans-Regular, U, U, 1.000, PASS
2286, OpenSans-Regular, V, V, 1.000, PASS
2287, OpenSans-Regular, W, W, 1.000, PASS
2288, OpenSans-Regular, X, X, 0.999, PASS
2289, OpenSans-Regular, Y, Y, 0.970, PASS
2290, OpenSans-Regular, Z, Z, 1.000, PASS
2291, OpenSans-Regular, a, a, 1.000, PASS
2292, OpenSans-Regular, b, b, 1.000, PASS
2293, OpenSans-Regular, c, c, 1.000, PASS
2294, Oxygen-Bold, d, d, 1.000, PASS
2295, Oxygen-Bold, e, e, 1.000, PASS
2296, Oxygen-Bold, f, f, 1.000, PASS
2297, Oxygen-Bold, g, g, 1.000, PASS
2298, Oxygen-Bold, h, h, 1.000, PASS
2299, Oxygen-Bold, i, i, 0.959, PASS
2300, Oxygen-Bold, j, j, 0.813, PASS
2301, Oxygen-Bold, k, k, 1.000, PASS
2302, Oxygen-Bold, l, l, 0.726, PASS
2303, Oxygen-Bold, m, m, 1.000, PASS
2304, Oxygen-Bold, n, n, 0.997, PASS
2305, Oxygen-Bold, o, o, 1.000, PASS
2306, Oxygen-Bold, p, p, 1.000, PASS
2307, Oxygen-Bold, q, q, 1.000, PASS
2308, Oxygen-Bold, r, r, 1.000, PASS
2309, Oxygen-Bold, s, s, 1.000, PASS
2310, Oxygen-Bold, t, t, 1.000, PASS
2311, Oxygen-Bold, u, u, 1.000, PASS
2312, Oxygen-Bold, v, v, 1.000, PASS
2313, Oxygen-Bold, w, w, 0.895, PASS
2314, Oxygen-Bold, x, x, 1.000, PASS
2315, Oxygen-Bold, y, y, 1.000, PASS
2316, Oxygen-Bold, z, z, 0.995, PASS
2317, Oxygen-Bold, !, !, 1.000, PASS
2318, Oxygen-Bold, #, #, 1.000, PASS
2319, Oxygen-Bold, $, $, 0.987, PASS
2320, Oxygen-Bold, %, %, 1.000, PASS
2321, Oxygen-Bold, &, &, 1.000, PASS
2322, Oxygen-Bold, *, *, 1.000, PASS
2323, Oxygen-Bold, +, +, 1.000, PASS
2324, Oxygen-Bold, -, -, 1.000, PASS
2325, Oxygen-Bold, O, 0, 0.693, FAIL
2326, Oxygen-Bold, 1, 1, 0.945, PASS
2327, Oxygen-Bold, 2, 2, 1.000, PASS
2328, Oxygen-Bold, 3, 3, 1.000, PASS
2329, Oxygen-Bold, 4, 4, 1.000, PASS
2330, Oxygen-Bold, 5, 5, 1.000, PASS
2331, Oxygen-Bold, 6, 6, 1.000, PASS
2332, Oxygen-Bold, 7, 7, 1.000, PASS
2333, Oxygen-Bold, 8, 8, 0.998, PASS
2334, Oxygen-Bold, 9, 9, 1.000, PASS
2335, Oxygen-Bold, <, <, 1.000, PASS
2336, Oxygen-Bold, >, >, 1.000, PASS
2337, Oxygen-Bold, ?, ?, 1.000, PASS
2338, Oxygen-Bold, @, @, 1.000, PASS
2339, Oxygen-Bold, A, A, 1.000, PASS
2340, Oxygen-Bold, B, B, 1.000, PASS
2341, Oxygen-Bold, C, C, 1.000, PASS
2342, Oxygen-Bold, D, D, 1.000, PASS
2343, Oxygen-Bold, E, E, 1.000, PASS
2344, Oxygen-Bold, F, F, 1.000, PASS
2345, Oxygen-Bold, G, G, 1.000, PASS
2346, Oxygen-Bold, H, H, 1.000, PASS
2347, Oxygen-Bold, I, I, 0.932, PASS
2348, Oxygen-Bold, J, J, 1.000, PASS
2349, Oxygen-Bold, K, K, 0.982, PASS
2350, Oxygen-Bold, L, L, 1.000, PASS
2351, Oxygen-Bold, M, M, 1.000, PASS
2352, Oxygen-Bold, N, N, 1.000, PASS
2353, Oxygen-Bold, O, O, 1.000, PASS
2354, Oxygen-Bold, P, P, 1.000, PASS
2355, Oxygen-Bold, Q, Q, 1.000, PASS
2356, Oxygen-Bold, R, R, 1.000, PASS
2357, Oxygen-Bold, S, S, 0.990, PASS
2358, Oxygen-Bold, T, T, 1.000, PASS
2359, Oxygen-Bold, U, U, 1.000, PASS
2360, Oxygen-Bold, V, V, 1.000, PASS
2361, Oxygen-Bold, W, W, 1.000, PASS
2362, Oxygen-Bold, X, X, 1.000, PASS
2363, Oxygen-Bold, Y, Y, 1.000, PASS
2364, Oxygen-Bold, Z, Z, 1.000, PASS
2365, Oxygen-Bold, a, a, 1.000, PASS
2366, Oxygen-Bold, b, b, 1.000, PASS
2367, Oxygen-Bold, c, c, 1.000, PASS
2368, Oxygen-Light, d, d, 1.000, PASS
2369, Oxygen-Light, e, e, 1.000, PASS
2370, Oxygen-Light, f, f, 1.000, PASS
2371, Oxygen-Light, g, g, 0.931, PASS
2372, Oxygen-Light, h, h, 1.000, PASS
2373, Oxygen-Light, i, i, 1.000, PASS
2374, Oxygen-Light, j, j, 0.997, PASS
2375, Oxygen-Light, k, k, 1.000, PASS
2376, Oxygen-Light, l, l, 0.984, PASS
2377, Oxygen-Light, m, m, 1.000, PASS
2378, Oxygen-Light, n, n, 1.000, PASS
2379, Oxygen-Light, o, o, 0.999, PASS
2380, Oxygen-Light, p, p, 1.000, PASS
2381, Oxygen-Light, q, q, 1.000, PASS
2382, Oxygen-Light, r, r, 0.998, PASS
2383, Oxygen-Light, s, s, 0.988, PASS
2384, Oxygen-Light, t, t, 1.000, PASS
2385, Oxygen-Light, u, u, 1.000, PASS
2386, Oxygen-Light, v, v, 1.000, PASS
2387, Oxygen-Light, w, w, 1.000, PASS
2388, Oxygen-Light, x, x, 1.000, PASS
2389, Oxygen-Light, y, y, 1.000, PASS
2390, Oxygen-Light, z, z, 0.673, PASS
2391, Oxygen-Light, !, !, 1.000, PASS
2392, Oxygen-Light, #, #, 0.999, PASS
2393, Oxygen-Light, $, $, 0.966, PASS
2394, Oxygen-Light, 2, %, 0.991, FAIL
2395, Oxygen-Light, &, &, 1.000, PASS
2396, Oxygen-Light, *, *, 1.000, PASS
2397, Oxygen-Light, +, +, 1.000, PASS
2398, Oxygen-Light, -, -, 0.999, PASS
2399, Oxygen-Light, 0, 0, 0.824, PASS
2400, Oxygen-Light, I, 1, 0.521, FAIL
2401, Oxygen-Light, 2, 2, 1.000, PASS
2402, Oxygen-Light, 3, 3, 1.000, PASS
2403, Oxygen-Light, 4, 4, 1.000, PASS
2404, Oxygen-Light, 5, 5, 0.985, PASS
2405, Oxygen-Light, 6, 6, 1.000, PASS
2406, Oxygen-Light, 7, 7, 0.999, PASS
2407, Oxygen-Light, 8, 8, 0.993, PASS
2408, Oxygen-Light, 9, 9, 1.000, PASS
2409, Oxygen-Light, <, <, 1.000, PASS
2410, Oxygen-Light, >, >, 1.000, PASS
2411, Oxygen-Light, ?, ?, 1.000, PASS
2412, Oxygen-Light, @, @, 1.000, PASS
2413, Oxygen-Light, A, A, 1.000, PASS
2414, Oxygen-Light, B, B, 1.000, PASS
2415, Oxygen-Light, C, C, 1.000, PASS
2416, Oxygen-Light, D, D, 1.000, PASS
2417, Oxygen-Light, E, E, 1.000, PASS
2418, Oxygen-Light, F, F, 1.000, PASS
2419, Oxygen-Light, G, G, 1.000, PASS
2420, Oxygen-Light, H, H, 1.000, PASS
2421, Oxygen-Light, l, I, 0.808, FAIL
2422, Oxygen-Light, J, J, 0.864, PASS
2423, Oxygen-Light, K, K, 1.000, PASS
2424, Oxygen-Light, L, L, 1.000, PASS
2425, Oxygen-Light, M, M, 1.000, PASS
2426, Oxygen-Light, N, N, 0.790, PASS
2427, Oxygen-Light, O, O, 0.929, PASS
2428, Oxygen-Light, P, P, 1.000, PASS
2429, Oxygen-Light, Q, Q, 1.000, PASS
2430, Oxygen-Light, R, R, 1.000, PASS
2431, Oxygen-Light, S, S, 0.979, PASS
2432, Oxygen-Light, T, T, 1.000, PASS
2433, Oxygen-Light, U, U, 0.998, PASS
2434, Oxygen-Light, V, V, 0.992, PASS
2435, Oxygen-Light, W, W, 1.000, PASS
2436, Oxygen-Light, X, X, 1.000, PASS
2437, Oxygen-Light, Y, Y, 1.000, PASS
2438, Oxygen-Light, Z, Z, 1.000, PASS
2439, Oxygen-Light, a, a, 1.000, PASS
2440, Oxygen-Light, b, b, 1.000, PASS
2441, Oxygen-Light, c, c, 1.000, PASS
2442, Oxygen-Regular, d, d, 1.000, PASS
2443, Oxygen-Regular, e, e, 1.000, PASS
2444, Oxygen-Regular, f, f, 1.000, PASS
2445, Oxygen-Regular, g, g, 1.000, PASS
2446, Oxygen-Regular, h, h, 1.000, PASS
2447, Oxygen-Regular, i, i, 1.000, PASS
2448, Oxygen-Regular, j, j, 0.955, PASS
2449, Oxygen-Regular, k, k, 1.000, PASS
2450, Oxygen-Regular, l, l, 0.904, PASS
2451, Oxygen-Regular, m, m, 1.000, PASS
2452, Oxygen-Regular, n, n, 0.995, PASS
2453, Oxygen-Regular, o, o, 0.997, PASS
2454, Oxygen-Regular, p, p, 1.000, PASS
2455, Oxygen-Regular, q, q, 1.000, PASS
2456, Oxygen-Regular, r, r, 0.999, PASS
2457, Oxygen-Regular, s, s, 0.999, PASS
2458, Oxygen-Regular, t, t, 1.000, PASS
2459, Oxygen-Regular, u, u, 1.000, PASS
2460, Oxygen-Regular, v, v, 1.000, PASS
2461, Oxygen-Regular, w, w, 0.708, PASS
2462, Oxygen-Regular, x, x, 1.000, PASS
2463, Oxygen-Regular, y, y, 1.000, PASS
2464, Oxygen-Regular, z, z, 0.921, PASS
2465, Oxygen-Regular, !, !, 1.000, PASS
2466, Oxygen-Regular, #, #, 0.998, PASS
2467, Oxygen-Regular, $, $, 1.000, PASS
2468, Oxygen-Regular, %, %, 0.974, PASS
2469, Oxygen-Regular, &, &, 1.000, PASS
2470, Oxygen-Regular, *, *, 1.000, PASS
2471, Oxygen-Regular, +, +, 1.000, PASS
2472, Oxygen-Regular, -, -, 1.000, PASS
2473, Oxygen-Regular, 0, 0, 0.994, PASS
2474, Oxygen-Regular, 1, 1, 0.996, PASS
2475, Oxygen-Regular, 2, 2, 1.000, PASS
2476, Oxygen-Regular, 3, 3, 1.000, PASS
2477, Oxygen-Regular, 4, 4, 1.000, PASS
2478, Oxygen-Regular, 5, 5, 0.992, PASS
2479, Oxygen-Regular, 6, 6, 1.000, PASS
2480, Oxygen-Regular, 7, 7, 0.904, PASS
2481, Oxygen-Regular, 8, 8, 0.999, PASS
2482, Oxygen-Regular, 9, 9, 1.000, PASS
2483, Oxygen-Regular, <, <, 1.000, PASS
2484, Oxygen-Regular, >, >, 1.000, PASS
2485, Oxygen-Regular, ?, ?, 1.000, PASS
2486, Oxygen-Regular, @, @, 1.000, PASS
2487, Oxygen-Regular, A, A, 1.000, PASS
2488, Oxygen-Regular, B, B, 1.000, PASS
2489, Oxygen-Regular, C, C, 1.000, PASS
2490, Oxygen-Regular, D, D, 1.000, PASS
2491, Oxygen-Regular, E, E, 1.000, PASS
2492, Oxygen-Regular, F, F, 1.000, PASS
2493, Oxygen-Regular, G, G, 1.000, PASS
2494, Oxygen-Regular, H, H, 1.000, PASS
2495, Oxygen-Regular, l, I, 0.733, FAIL
2496, Oxygen-Regular, J, J, 0.992, PASS
2497, Oxygen-Regular, K, K, 1.000, PASS
2498, Oxygen-Regular, L, L, 1.000, PASS
2499, Oxygen-Regular, M, M, 1.000, PASS
2500, Oxygen-Regular, N, N, 1.000, PASS
2501, Oxygen-Regular, O, O, 0.966, PASS
2502, Oxygen-Regular, P, P, 1.000, PASS
2503, Oxygen-Regular, Q, Q, 1.000, PASS
2504, Oxygen-Regular, R, R, 1.000, PASS
2505, Oxygen-Regular, $, S, 0.855, FAIL
2506, Oxygen-Regular, T, T, 0.966, PASS
2507, Oxygen-Regular, U, U, 1.000, PASS
2508, Oxygen-Regular, V, V, 1.000, PASS
2509, Oxygen-Regular, W, W, 1.000, PASS
2510, Oxygen-Regular, X, X, 0.996, PASS
2511, Oxygen-Regular, Y, Y, 0.839, PASS
2512, Oxygen-Regular, Z, Z, 0.997, PASS
2513, Oxygen-Regular, a, a, 1.000, PASS
2514, Oxygen-Regular, b, b, 1.000, PASS
2515, Oxygen-Regular, c, c, 1.000, PASS
2516, PlayfairDisplay-BlackItalic, d, d, 1.000, PASS
2517, PlayfairDisplay-BlackItalic, e, e, 1.000, PASS
2518, PlayfairDisplay-BlackItalic, f, f, 0.998, PASS
2519, PlayfairDisplay-BlackItalic, g, g, 1.000, PASS
2520, PlayfairDisplay-BlackItalic, h, h, 0.994, PASS
2521, PlayfairDisplay-BlackItalic, i, i, 1.000, PASS
2522, PlayfairDisplay-BlackItalic, j, j, 1.000, PASS
2523, PlayfairDisplay-BlackItalic, k, k, 0.999, PASS
2524, PlayfairDisplay-BlackItalic, l, l, 0.672, PASS
2525, PlayfairDisplay-BlackItalic, m, m, 1.000, PASS
2526, PlayfairDisplay-BlackItalic, n, n, 1.000, PASS
2527, PlayfairDisplay-BlackItalic, o, o, 0.991, PASS
2528, PlayfairDisplay-BlackItalic, p, p, 0.999, PASS
2529, PlayfairDisplay-BlackItalic, q, q, 1.000, PASS
2530, PlayfairDisplay-BlackItalic, r, r, 1.000, PASS
2531, PlayfairDisplay-BlackItalic, s, s, 0.998, PASS
2532, PlayfairDisplay-BlackItalic, t, t, 0.973, PASS
2533, PlayfairDisplay-BlackItalic, u, u, 0.998, PASS
2534, PlayfairDisplay-BlackItalic, v, v, 0.977, PASS
2535, PlayfairDisplay-BlackItalic, w, w, 1.000, PASS
2536, PlayfairDisplay-BlackItalic, x, x, 1.000, PASS
2537, PlayfairDisplay-BlackItalic, y, y, 1.000, PASS
2538, PlayfairDisplay-BlackItalic, z, z, 0.985, PASS
2539, PlayfairDisplay-BlackItalic, !, !, 1.000, PASS
2540, PlayfairDisplay-BlackItalic, #, #, 0.999, PASS
2541, PlayfairDisplay-BlackItalic, $, $, 0.798, PASS
2542, PlayfairDisplay-BlackItalic, %, %, 1.000, PASS
2543, PlayfairDisplay-BlackItalic, &, &, 0.998, PASS
2544, PlayfairDisplay-BlackItalic, *, *, 1.000, PASS
2545, PlayfairDisplay-BlackItalic, +, +, 1.000, PASS
2546, PlayfairDisplay-BlackItalic, -, -, 1.000, PASS
2547, PlayfairDisplay-BlackItalic, 0, 0, 1.000, PASS
2548, PlayfairDisplay-BlackItalic, 1, 1, 0.979, PASS
2549, PlayfairDisplay-BlackItalic, 2, 2, 1.000, PASS
2550, PlayfairDisplay-BlackItalic, 3, 3, 0.999, PASS
2551, PlayfairDisplay-BlackItalic, 4, 4, 0.960, PASS
2552, PlayfairDisplay-BlackItalic, 5, 5, 1.000, PASS
2553, PlayfairDisplay-BlackItalic, 6, 6, 0.988, PASS
2554, PlayfairDisplay-BlackItalic, 7, 7, 0.979, PASS
2555, PlayfairDisplay-BlackItalic, 8, 8, 1.000, PASS
2556, PlayfairDisplay-BlackItalic, 9, 9, 0.932, PASS
2557, PlayfairDisplay-BlackItalic, <, <, 1.000, PASS
2558, PlayfairDisplay-BlackItalic, >, >, 1.000, PASS
2559, PlayfairDisplay-BlackItalic, ?, ?, 1.000, PASS
2560, PlayfairDisplay-BlackItalic, @, @, 1.000, PASS
2561, PlayfairDisplay-BlackItalic, A, A, 1.000, PASS
2562, PlayfairDisplay-BlackItalic, B, B, 0.858, PASS
2563, PlayfairDisplay-BlackItalic, C, C, 0.974, PASS
2564, PlayfairDisplay-BlackItalic, D, D, 1.000, PASS
2565, PlayfairDisplay-BlackItalic, E, E, 1.000, PASS
2566, PlayfairDisplay-BlackItalic, F, F, 0.970, PASS
2567, PlayfairDisplay-BlackItalic, G, G, 1.000, PASS
2568, PlayfairDisplay-BlackItalic, H, H, 1.000, PASS
2569, PlayfairDisplay-BlackItalic, I, I, 0.694, PASS
2570, PlayfairDisplay-BlackItalic, J, J, 1.000, PASS
2571, PlayfairDisplay-BlackItalic, K, K, 1.000, PASS
2572, PlayfairDisplay-BlackItalic, L, L, 1.000, PASS
2573, PlayfairDisplay-BlackItalic, M, M, 1.000, PASS
2574, PlayfairDisplay-BlackItalic, N, N, 1.000, PASS
2575, PlayfairDisplay-BlackItalic, O, O, 1.000, PASS
2576, PlayfairDisplay-BlackItalic, P, P, 1.000, PASS
2577, PlayfairDisplay-BlackItalic, Q, Q, 1.000, PASS
2578, PlayfairDisplay-BlackItalic, R, R, 1.000, PASS
2579, PlayfairDisplay-BlackItalic, S, S, 0.993, PASS
2580, PlayfairDisplay-BlackItalic, T, T, 1.000, PASS
2581, PlayfairDisplay-BlackItalic, U, U, 1.000, PASS
2582, PlayfairDisplay-BlackItalic, V, V, 1.000, PASS
2583, PlayfairDisplay-BlackItalic, W, W, 1.000, PASS
2584, PlayfairDisplay-BlackItalic, X, X, 1.000, PASS
2585, PlayfairDisplay-BlackItalic, Y, Y, 1.000, PASS
2586, PlayfairDisplay-BlackItalic, Z, Z, 1.000, PASS
2587, PlayfairDisplay-BlackItalic, a, a, 1.000, PASS
2588, PlayfairDisplay-BlackItalic, b, b, 0.933, PASS
2589, PlayfairDisplay-BlackItalic, c, c, 1.000, PASS
2590, PlayfairDisplay-Black, d, d, 1.000, PASS
2591, PlayfairDisplay-Black, e, e, 0.967, PASS
2592, PlayfairDisplay-Black, f, f, 1.000, PASS
2593, PlayfairDisplay-Black, g, g, 1.000, PASS
2594, PlayfairDisplay-Black, h, h, 0.996, PASS
2595, PlayfairDisplay-Black, i, i, 1.000, PASS
2596, PlayfairDisplay-Black, j, j, 0.998, PASS
2597, PlayfairDisplay-Black, k, k, 1.000, PASS
2598, PlayfairDisplay-Black, l, l, 0.999, PASS
2599, PlayfairDisplay-Black, m, m, 1.000, PASS
2600, PlayfairDisplay-Black, n, n, 0.979, PASS
2601, PlayfairDisplay-Black, o, o, 0.968, PASS
2602, PlayfairDisplay-Black, p, p, 0.998, PASS
2603, PlayfairDisplay-Black, q, q, 1.000, PASS
2604, PlayfairDisplay-Black, r, r, 1.000, PASS
2605, PlayfairDisplay-Black, s, s, 1.000, PASS
2606, PlayfairDisplay-Black, t, t, 0.956, PASS
2607, PlayfairDisplay-Black, u, u, 1.000, PASS
2608, PlayfairDisplay-Black, v, v, 1.000, PASS
2609, PlayfairDisplay-Black, w, w, 1.000, PASS
2610, PlayfairDisplay-Black, x, x, 0.997, PASS
2611, PlayfairDisplay-Black, y, y, 1.000, PASS
2612, PlayfairDisplay-Black, z, z, 0.848, PASS
2613, PlayfairDisplay-Black, !, !, 1.000, PASS
2614, PlayfairDisplay-Black, #, #, 0.994, PASS
2615, PlayfairDisplay-Black, $, $, 0.986, PASS
2616, PlayfairDisplay-Black, %, %, 1.000, PASS
2617, PlayfairDisplay-Black, &, &, 0.791, PASS
2618, PlayfairDisplay-Black, *, *, 1.000, PASS
2619, PlayfairDisplay-Black, +, +, 1.000, PASS
2620, PlayfairDisplay-Black, -, -, 1.000, PASS
2621, PlayfairDisplay-Black, 0, 0, 0.998, PASS
2622, PlayfairDisplay-Black, 1, 1, 1.000, PASS
2623, PlayfairDisplay-Black, 2, 2, 0.999, PASS
2624, PlayfairDisplay-Black, 3, 3, 0.996, PASS
2625, PlayfairDisplay-Black, 4, 4, 1.000, PASS
2626, PlayfairDisplay-Black, 5, 5, 1.000, PASS
2627, PlayfairDisplay-Black, 6, 6, 1.000, PASS
2628, PlayfairDisplay-Black, 7, 7, 1.000, PASS
2629, PlayfairDisplay-Black, 8, 8, 1.000, PASS
2630, PlayfairDisplay-Black, 9, 9, 1.000, PASS
2631, PlayfairDisplay-Black, <, <, 1.000, PASS
2632, PlayfairDisplay-Black, >, >, 1.000, PASS
2633, PlayfairDisplay-Black, ?, ?, 1.000, PASS
2634, PlayfairDisplay-Black, @, @, 1.000, PASS
2635, PlayfairDisplay-Black, A, A, 1.000, PASS
2636, PlayfairDisplay-Black, R, B, 0.564, FAIL
2637, PlayfairDisplay-Black, C, C, 1.000, PASS
2638, PlayfairDisplay-Black, D, D, 1.000, PASS
2639, PlayfairDisplay-Black, E, E, 1.000, PASS
2640, PlayfairDisplay-Black, F, F, 1.000, PASS
2641, PlayfairDisplay-Black, G, G, 1.000, PASS
2642, PlayfairDisplay-Black, H, H, 1.000, PASS
2643, PlayfairDisplay-Black, I, I, 0.828, PASS
2644, PlayfairDisplay-Black, J, J, 1.000, PASS
2645, PlayfairDisplay-Black, K, K, 1.000, PASS
2646, PlayfairDisplay-Black, L, L, 1.000, PASS
2647, PlayfairDisplay-Black, M, M, 1.000, PASS
2648, PlayfairDisplay-Black, N, N, 1.000, PASS
2649, PlayfairDisplay-Black, O, O, 1.000, PASS
2650, PlayfairDisplay-Black, P, P, 1.000, PASS
2651, PlayfairDisplay-Black, Q, Q, 1.000, PASS
2652, PlayfairDisplay-Black, R, R, 0.999, PASS
2653, PlayfairDisplay-Black, S, S, 0.989, PASS
2654, PlayfairDisplay-Black, T, T, 1.000, PASS
2655, PlayfairDisplay-Black, U, U, 0.997, PASS
2656, PlayfairDisplay-Black, V, V, 1.000, PASS
2657, PlayfairDisplay-Black, W, W, 1.000, PASS
2658, PlayfairDisplay-Black, X, X, 0.937, PASS
2659, PlayfairDisplay-Black, Y, Y, 0.930, PASS
2660, PlayfairDisplay-Black, Z, Z, 0.983, PASS
2661, PlayfairDisplay-Black, a, a, 1.000, PASS
2662, PlayfairDisplay-Black, b, b, 0.993, PASS
2663, PlayfairDisplay-Black, c, c, 0.995, PASS
2664, PlayfairDisplay-BoldItalic, d, d, 1.000, PASS
2665, PlayfairDisplay-BoldItalic, e, e, 0.994, PASS
2666, PlayfairDisplay-BoldItalic, f, f, 1.000, PASS
2667, PlayfairDisplay-BoldItalic, g, g, 1.000, PASS
2668, PlayfairDisplay-BoldItalic, h, h, 0.980, PASS
2669, PlayfairDisplay-BoldItalic, i, i, 1.000, PASS
2670, PlayfairDisplay-BoldItalic, j, j, 1.000, PASS
2671, PlayfairDisplay-BoldItalic, k, k, 1.000, PASS
